S.No,Symbol
1138,KIRLOSIND.NS
1139,KIRLPNU.NS
1140,KISSHT.NS
1141,KITEX.NS
1142,KKCL.NS
1143,KLBRENG-B.NS
1144,KMEW.NS
1145,KMSUGAR.NS
1146,KNAGRI.NS
1147,KNRCON.NS
1148,KOHINOOR.NS
1149,KOKUYOCMLN.NS
1150,KOLTEPATIL.NS
1151,KOPRAN.NS
1152,KOTAKBANK.NS
1153,KOTARISUG.NS
1154,KOTHARIPET.NS
1155,KOTHARIPRO.NS
1156,KOTIC.NS
1157,KOTYARK.NS
1158,KOVAI.NS
1159,KPEL.NS
1160,KPIGREEN.NS
1161,KPIL.NS
1162,KPITTECH.NS
1163,KPL.NS
1164,KPRMILL.NS
1165,KRBL.NS
1166,KREBSBIO.NS
1167,KRIDHANINF.NS
1168,KRISHANA.NS
1169,KRISHIVAL.NS
1170,KRISHNADEF.NS
1171,KRITI.NS
1172,KRITIKA.NS
1173,KRITINUT.NS
1174,KRN.NS
1175,KRONOX.NS
1176,KROSS.NS
1177,KRSNAA.NS
1178,KRYSTAL.NS
1179,KSB.NS
1180,KSCL.NS
1181,KSHINTL.NS
1182,KSHITIJPOL.NS
1183,KSL.NS
1184,KSOLVES.NS
1185,KSR.NS
1186,KTKBANK.NS
1187,KUANTUM.NS
1188,KWIL.NS
1189,LAGNAM.NS
1190,LAHOTIOV.NS
1191,LAKPRE.NS
1192,LAL.NS
1193,LALPATHLAB.NS
1194,LAMBODHARA.NS
1195,LANCORHOL.NS
1196,LANDMARK.NS
1197,LANDSMILL.NS
1198,LAOPALA.NS
1199,LASA.NS
1200,LATENTVIEW.NS
1201,LATTEYS.NS
1202,LAURUSLABS.NS
1203,LAXMICOT.NS
1204,LAXMIDENTL.NS
1205,LAXMIINDIA.NS
1206,LCCINFOTEC.NS
1207,LEMERITE.NS
1208,LEMONTREE.NS
1209,LENSKART.NS
1210,LEXUS.NS
1211,LFIC.NS
1212,LGBBROSLTD.NS
1213,LGEINDIA.NS
1214,LGHL.NS
1215,LIBAS.NS
1216,LIBERTSHOE.NS
1217,LICHSGFIN.NS
1218,LICI.NS
1219,LIKHITHA.NS
1220,LINC.NS
1221,LINCOLN.NS
1222,LINDEINDIA.NS
1223,LLOYDSENGG.NS
1224,LLOYDSENT.NS
1225,LLOYDSME.NS
1226,LMW.NS
1227,LODHA.NS
1228,LOKESHMACH.NS
1229,LORDSCHLO.NS
1230,LOTUSDEV.NS
1231,LOTUSEYE.NS
1232,LOVABLE.NS
1233,LOYALTEX.NS
1234,LPDC.NS
1235,LT.NS
1236,LTF.NS
1237,LTFOODS.NS
1238,LTM.NS
1239,LTTS.NS
1240,LUMAXIND.NS
1241,LUMAXTECH.NS
1242,LUPIN.NS
1243,LUXIND.NS
1244,LXCHEM.NS
1245,LYKALABS.NS
1247,M&M.NS
1248,M&MFIN.NS
1249,MAANALU.NS
1250,MACPOWER.NS
1251,MADHAV.NS
1252,MADHAVIPL.NS
1253,MADHUCON.NS
1254,MADRASFERT.NS
1255,MAFATIND.NS
1256,MAGADSUGAR.NS
1257,MAGNUM.NS
1258,MAHABANK.NS
1259,MAHAPEXLTD.NS
1260,MAHASTEEL.NS
1261,MAHEPC.NS
1262,MAHESHWARI.NS
1263,MAHLIFE.NS
1264,MAHLOG.NS
1265,MAHSCOOTER.NS
1266,MAHSEAMLES.NS
1267,MAITHANALL.NS
1268,MAJESAUT.NS
1269,MALLCOM.NS
1270,MALUPAPER.NS
1271,MAMATA.NS
1272,MANAKALUCO.NS
1273,MANAKCOAT.NS
1274,MANAKSIA.NS
1275,MANAKSTEEL.NS
1276,MANALIPETC.NS
1277,MANAPPURAM.NS
1278,MANBA.NS
1279,MANCREDIT.NS
1280,MANGALAM.NS
1281,MANGLMCEM.NS
1282,MANINDS.NS
1283,MANINFRA.NS
1284,MANKIND.NS
1285,MANOMAY.NS
1286,MANORAMA.NS
1287,MANORG.NS
1288,MANUGRAPH.NS
1289,MANYAVAR.NS
1290,MAPMYINDIA.NS
1291,MARALOVER.NS
1292,MARATHON.NS
1293,MARICO.NS
1294,MARINE.NS
1295,MARKOLINES.NS
1296,MARKSANS.NS
1297,MARSONS.NS
1298,MARUTI.NS
1299,MASFIN.NS
1300,MASKINVEST.NS
1301,MASTEK.NS
1302,MASTERTR.NS
1303,MATRIMONY.NS
1304,MAWANASUG.NS
1305,MAXESTATES.NS
1306,MAXHEALTH.NS
1307,MAXIND.NS
1308,MAYURUNIQ.NS
1309,MAZDA.NS
1310,MAZDOCK.NS
1311,MBAPL.NS
1312,MBEL.NS
1313,MBLINFRA.NS
1314,MCCHRLS-B.NS
1315,MCL.NS
1316,MCLEODRUSS.NS
1317,MCLOUD.NS
1318,MCX.NS
1319,MEDANTA.NS
1320,MEDIASSIST.NS
1321,MEDICAMEQ.NS
1322,MEDICO.NS
1323,MEDPLUS.NS
1324,MEESHO.NS
1325,MEGASTAR.NS
1326,MEIL.NS
1327,MENNPIS.NS
1328,MENONBE.NS
1329,MEP.NS
1330,MERCANTILE.NS
1332,METROBRAND.NS
1333,METROGLOBL.NS
1334,METROPOLIS.NS
1335,MFML.NS
1336,MFSL.NS
1337,MGEL.NS
1338,MGL.NS
1339,MHLXMIRU.NS
1340,MHRIL.NS
1341,MICEL.NS
1342,MIDHANI.NS
1343,MIDWESTLTD.NS
1344,MINDACORP.NS
1345,MINDTECK.NS
1346,ONIDA.NS
1347,MIRZAINT.NS
1348,MITCON.NS
1349,MITTAL.NS
1350,MKPL.NS
1351,MMFL.NS
1352,MMP.NS
1353,MMTC.NS
1354,MMWL.NS
1355,MOBIKWIK.NS
1356,MODINATUR.NS
1357,MODIRUBBER.NS
1358,MODIS.NS
1359,MODISONLTD.NS
1360,MODTHREAD.NS
1361,MOHITIND.NS
1362,MOIL.NS
1363,MOKSH.NS
1364,MOL.NS
1365,MOLDTECH.NS
1366,MOLDTKPAC.NS
1367,MONARCH.NS
1368,MONEYBOXX.NS
1369,MONTECARLO.NS
1370,MORARJEE.NS
1371,MOREPENLAB.NS
1372,MOSCHIP.NS
1373,MOTHERSON.NS
1374,MOTILALOFS.NS
1375,MOTISONS.NS
1376,MOTOGENFIN.NS
1377,MPHASIS.NS
1378,MPSLTD.NS
1379,MRF.NS
1380,MRPL.NS
1381,MSPL.NS
1382,MSTCLTD.NS
1383,MSUMI.NS
1384,MTARTECH.NS
1385,MTEDUCARE.NS
1386,MTNL.NS
1387,MUFIN.NS
1388,MUFTI.NS
1389,MUKANDLTD.NS
1390,MUKKA.NS
1391,MUKTAARTS.NS
1392,MUNJALAU.NS
1393,MUNJALSHOW.NS
1394,MURUDCERA.NS
1395,MUTHOOTCAP.NS
1396,MUTHOOTFIN.NS
1397,MUTHOOTMF.NS
1398,MVGJL.NS
1399,MWL.NS
1400,NACLIND.NS
1401,NAGREEKCAP.NS
1402,NAGREEKEXP.NS
1403,NAHARCAP.NS
1404,NAHARINDUS.NS
1405,NAHARPOLY.NS
1406,NAHARSPING.NS
1407,NAM-INDIA.NS
1408,NARMADA.NS
1409,NATCAPSUQ.NS
1410,NATCOPHARM.NS
1411,NATHBIOGEN.NS
1412,NATIONALUM.NS
1413,NATIONSTD.NS
1414,NAUKRI.NS
1415,NAVA.NS
1416,NAVINFLUOR.NS
1417,NAVKARCORP.NS
1418,NAVKARURB.NS
1419,NAVNETEDUL.NS
1420,NAZARA.NS
1421,NBCC.NS
1422,NBIFIN.NS
1423,NCC.NS
1424,NCLIND.NS
1425,NDGL.NS
1426,NDL.NS
1427,NDLVENTURE.NS
1428,NDRAUTO.NS
1429,NDTV.NS
1430,NEAGI.NS
1431,NECCLTD.NS
1432,NECLIFE.NS
1433,NELCAST.NS
1434,NELCO.NS
1435,NEOGEN.NS
1436,NEPHROPLUS.NS
1437,NESCO.NS
1438,NESTLEIND.NS
1439,NETWEB.NS
1440,NETWORK18.NS
1441,NEULANDLAB.NS
1442,NEWGEN.NS
1443,NEXTMEDIA.NS
1444,NFL.NS
1445,NGIL.NS
1446,NGLFINE.NS
1447,NH.NS
1448,NHPC.NS
1449,NIACL.NS
1450,NIBE.NS
1451,NIBL.NS
1452,NIITLTD.NS
1453,NIITMTS.NS
1454,NILAINFRA.NS
1455,NILASPACES.NS
1456,NILE.NS
1457,NILKAMAL.NS
1458,NIMBSPROJ.NS
1459,NINSYS.NS
1460,NIPPOBATRY.NS
1461,NIRAJ.NS
1462,NIRAJISPAT.NS
1463,NIRLON.NS
1464,NITCO.NS
1465,NITINSPIN.NS
1466,NITIRAJ.NS
1467,NITTAGELA.NS
1468,NIVABUPA.NS
1469,NKIND.NS
1470,NLCINDIA.NS
1471,NMDC.NS
1472,NOCIL.NS
1473,NOIDATOLL.NS
1474,NORBTEAEXP.NS
1475,NORTHARC.NS
1476,NOVAAGRI.NS
1477,NOVARTIND.NS
1478,NPST.NS
1479,NRAIL.NS
1480,NRBBEARING.NS
1481,NRL.NS
1482,NSIL.NS
1483,NSLNISP.NS
1484,NTPC.NS
1485,NTPCGREEN.NS
1486,NUCLEUS.NS
1487,NURECA.NS
1488,NUVAMA.NS
1489,NUVOCO.NS
1490,NYKAA.NS
1491,OAL.NS
1492,OBCL.NS
1493,OBEROIRLTY.NS
1494,OCCLLTD.NS
1495,ODIGMA.NS
1496,OFSS.NS
1497,OIL.NS
1498,OILCOUNTUB.NS
1499,OLAELEC.NS
1500,OLECTRA.NS
1501,OMAXAUTO.NS
1502,OMAXE.NS
1503,OMFREIGHT.NS
1504,OMINFRAL.NS
1505,OMNI.NS
1506,OMPOWER.NS
1507,ONELIFECAP.NS
1508,ONEPOINT.NS
1509,ONESOURCE.NS
1510,ONGC.NS
1511,ONMOBILE.NS
1512,ONWARDTEC.NS
1513,OPTIEMUS.NS
1514,ORBTEXP.NS
1515,ORCHASP.NS
1516,ORCHPHARMA.NS
1517,ORICONENT.NS
1518,ORIENTALTL.NS
1519,ORIENTBELL.NS
1520,ORIENTCEM.NS
1521,ORIENTCER.NS
1522,ORIENTELEC.NS
1523,ORIENTHOT.NS
1524,ORIENTLTD.NS
1525,ORIENTPPR.NS
1526,ORIENTTECH.NS
1527,ORISSAMINE.NS
1528,ORKLAINDIA.NS
1529,ORTEL.NS
1530,ORTINGLOBE.NS
1531,OSIAHYPER.NS
1532,OSWALAGRO.NS
1533,OSWALGREEN.NS
1534,OSWALPUMPS.NS
1535,OSWALSEEDS.NS
1536,PACEDIGITK.NS
1537,PAGEIND.NS
1538,PAISALO.NS
1539,PAKKA.NS
1540,PALASHSECU.NS
1541,PALREDTEC.NS
1542,PANACEABIO.NS
1543,PANACHE.NS
1544,PANAMAPET.NS
1545,PANSARI.NS
1546,PAR.NS
1547,PARACABLES.NS
1548,PARADEEP.NS
1549,PARAGMILK.NS
1550,PARAS.NS
1551,PARASPETRO.NS
1552,PARKHOSPS.NS
1553,PARKHOTELS.NS
1554,PARSVNATH.NS
1555,PASHUPATI.NS
1556,PASUPTAC.NS
1557,PATANJALI.NS
1558,PATELENG.NS
1559,PATELRMART.NS
1560,PATINTLOG.NS
1561,PAUSHAKLTD.NS
1562,PAVNAIND.NS
1563,PAYTM.NS
1564,PCBL.NS
1565,PCJEWELLER.NS
1566,PDMJEPAPER.NS
1567,PDSL.NS
1568,PEARLPOLY.NS
1569,PENIND.NS
1570,PENINLAND.NS
1571,PERSISTENT.NS
1572,PETRONET.NS
1573,PFC.NS
1574,PFIZER.NS
1575,PFOCUS.NS
1576,PFS.NS
1577,PGEL.NS
1578,PGHH.NS
1579,PGHL.NS
1580,PGIL.NS
1581,PHOENIXLTD.NS
1582,PICCADIL.NS
1583,PIDILITIND.NS
1584,PIGL.NS
1585,PIIND.NS
1586,PILANIINVS.NS
1587,PILITA.NS
1588,PINELABS.NS
1589,PIONEEREMB.NS
1590,PIONRINV.NS
1591,PIRAMALFIN.NS
1592,PITTIENG.NS
1593,PIXTRANS.NS
1594,PKTEA.NS
1595,PLASTIBLEN.NS
1596,PLATIND.NS
1597,PLAZACABLE.NS
1598,PML.NS
1599,PNB.NS
1600,PNBGILTS.NS
1601,PNBHOUSING.NS
1602,PNC.NS
1603,PNCINFRA.NS
1604,PNGJL.NS
1605,PNGSREVA.NS
1606,POCL.NS
1607,PODDARMENT.NS
1608,POKARNA.NS
1609,POLICYBZR.NS
1610,POLYCAB.NS
1611,POLYMED.NS
1612,POLYPLEX.NS
1613,PONNIERODE.NS
1614,POONAWALLA.NS
1615,POWERGRID.NS
1616,POWERICA.NS
1617,POWERINDIA.NS
1618,POWERMECH.NS
1619,PPAP.NS
1620,PPL.NS
1621,PPLPHARMA.NS
1622,PRABHA.NS
1623,PRADPME.NS
1624,PRAENG.NS
1625,PRAJIND.NS
1626,PRAKASH.NS
1627,PRAKASHSTL.NS
1628,PRAVEG.NS
1629,PRAXIS.NS
1630,PRECAM.NS
1631,PRECOT.NS
1632,PRECWIRE.NS
1633,PREMCO.NS
1634,PREMEXPLN.NS
1635,PREMIER.NS
1636,PREMIERENE.NS
1637,PREMIERPOL.NS
1638,PRESTIGE.NS
1639,PRICOLLTD.NS
1640,PRIMESECU.NS
1641,PRIMO.NS
1642,PRINCEPIPE.NS
1643,PRITI.NS
1644,PRITIKAUTO.NS
1645,PRIVISCL.NS
1646,PROSTARM.NS
1647,PROTEAN.NS
1648,PROZONER.NS
1649,PRSMJOHNSN.NS
1650,PRUDENT.NS
1651,PRUDMOULI.NS
1652,PSB.NS
1653,PSPPROJECT.NS
1654,PTC.NS
1655,PTCIL.NS
1656,PTL.NS
1657,PUNJABCHEM.NS
1658,PURVA.NS
1659,PVP.NS
1660,PVRINOX.NS
1661,PVSL.NS
1662,PWL.NS
1663,PYRAMID.NS
1664,QMSMEDI.NS
1665,QPOWER.NS
1666,QUADFUTURE.NS
1667,QUESS.NS
1668,QUICKHEAL.NS
1669,QUINT.NS
1670,RACE.NS
1671,RACLGEAR.NS
1672,RADAAN.NS
1673,RADHIKAJWE.NS
1674,RADIANTCMS.NS
1675,RADICO.NS
1676,RADIOCITY.NS
1677,RAILTEL.NS
1678,RAIN.NS
1679,RAINBOW.NS
1680,RAJESHEXPO.NS
1681,RAJMET.NS
1682,RAJOOENG.NS
1683,RAJPALAYAM.NS
1684,RAJRATAN.NS
1685,RAJRILTD.NS
1686,RAJSREESUG.NS
1687,RAJTV.NS
1688,RALLIS.NS
1689,RAMANEWS.NS
1690,RAMAPHO.NS
1691,RAMASTEEL.NS
1692,RAMCOCEM.NS
1693,RAMCOIND.NS
1694,RAMCOSYS.NS
1695,RAMKY.NS
1696,RAMRAT.NS
1697,RANASUG.NS
1698,RANEHOLDIN.NS
1699,RATEGAIN.NS
1700,RATNAMANI.NS
1701,RATNAVEER.NS
1702,RAYMOND.NS
1703,RAYMONDLSL.NS
1704,RAYMONDREL.NS
1705,RBA.NS
1706,RBLBANK.NS
1707,RBZJEWEL.NS
1708,RCF.NS
1709,RCOM.NS
1710,RECLTD.NS
1711,REDINGTON.NS
1712,REDTAPE.NS
1713,REFEX.NS
1714,REGAAL.NS
1715,REGENCERAM.NS
1716,RELAXO.NS
1717,RELCHEMQ.NS
1718,RELIABLE.NS
1719,RELIANCE.NS
1720,RELIGARE.NS
1721,RELTD.NS
1722,RELTD.NS
1723,REMSONSIND.NS
1724,RENUKA.NS
1725,REPCOHOME.NS
1726,REPL.NS
1727,REPRO.NS
1728,RESPONIND.NS
1729,RETAIL.NS
1730,RGL.NS
1731,RHETAN.NS
1732,RHFL.NS
1733,RHIM.NS
1734,RHL.NS
1735,RICOAUTO.NS
1736,RIIL.NS
1737,RISHABH.NS
1738,RITCO.NS
1739,RITES.NS
1740,RKDL.NS
1741,RKEC.NS
1742,RKFORGE.NS
1743,RKSWAMY.NS
1744,RMC.NS
1745,RMDRIP.NS
1746,RML.NS
1747,RNBDENIMS.NS
1748,ROHLTD.NS
1749,ROLEXRINGS.NS
1750,ROLLT.NS
1751,ROML.NS
1752,ROSSARI.NS
1753,ROSSELLIND.NS
1754,ROSSTECH.NS
1755,ROTO.NS
1756,ROUTE.NS
1757,RPEL.NS
1758,RPGLIFE.NS
1759,RPOWER.NS
1760,RPPINFRA.NS
1761,RPPL.NS
1762,RPSGVENT.NS
1763,RPTECH.NS
1764,RRIL.NS
1765,RRKABEL.NS
1766,RSDFIN.NS
1767,RSL.NS
1768,RSSOFTWARE.NS
1769,RSWM.NS
1770,RSYSTEMS.NS
1771,RTNINDIA.NS
1772,RTNPOWER.NS
1773,RUBFILA.NS
1774,RUBICON.NS
1775,RUBYMILLS.NS
1776,RUCHINFRA.NS
1777,RUCHIRA.NS
1778,RUDRA.NS
1779,RUPA.NS
1780,RUSHIL.NS
1781,RUSTOMJEE.NS
1782,RVHL.NS
1783,RVNL.NS
1784,RVTH.NS
1785,S&SPOWER.NS
1786,SAATVIKGL.NS
1787,SABEVENTS.NS
1788,SADBHAV.NS
1789,SADBHIN.NS
1790,SADHNANIQ.NS
1791,SAFARI.NS
1792,SAGARDEEP.NS
1793,SAGCEM.NS
1794,SAGILITY.NS
1795,SAHLIBHFI.NS
1796,SAHYADRI.NS
1797,SAIL.NS
1798,SAILIFE.NS
1799,SAIPARENT.NS
1800,SAKAR.NS
1801,SAKHTISUG.NS
1802,SAKSOFT.NS
1803,SAKUMA.NS
1804,SALASAR.NS
1805,SALONA.NS
1806,SALSTEEL.NS
1807,SALZERELEC.NS
1808,SAMBHAAV.NS
1809,SAMBHV.NS
1810,SAMHI.NS
1811,SAMMAANCAP.NS
1812,SAMPANN.NS
1813,SANATHAN.NS
1814,SANDESH.NS
1815,SANDHAR.NS
1816,SANDUMA.NS
1817,SANGAMIND.NS
1818,SANGHVIMOV.NS
1819,SANGINITA.NS
1820,SANOFI.NS
1821,SANOFICONR.NS
1822,SANSERA.NS
1823,SANSTAR.NS
1824,SANWARIA.NS
1825,SAPPHIRE.NS
1826,SAPPL.NS
1827,SARDAEN.NS
1828,SAREGAMA.NS
1829,SARLAPOLY.NS
1830,SARVESHWAR.NS
1831,SASKEN.NS
1832,SATIA.NS
1833,SATIN.NS
1834,SAURASHCEM.NS
1835,SAYAJIHOTL.NS
1836,SBC.NS
1837,SBCL.NS
1838,SBFC.NS
1839,SBGLP.NS
1840,SBICARD.NS
1841,SBILIFE.NS
1842,SBIN.NS
1843,SCANSTL.NS
1844,SCHAEFFLER.NS
1845,SCHAND.NS
1846,SCHNEIDER.NS
1847,SCI.NS
1848,SCILAL.NS
1849,SCODATUBES.NS
1850,SCPL.NS
1851,SDBL.NS
1852,SEAMECLTD.NS
1853,SECMARK.NS
1854,SECURKLOUD.NS
1855,SEDEMAC.NS
1856,SEIL.NS
1857,SEJALLTD.NS
1858,SELMC.NS
1859,SEMAC.NS
1860,SENCO.NS
1861,SENORES.NS
1862,SEPC.NS
1863,SERVOTECH.NS
1864,SESHAPAPER.NS
1865,SETCO.NS
1866,SETL.NS
1867,SETUINFRA.NS
1868,SEYAIND.NS
1869,SFL.NS
1870,SGFIN.NS
1871,SGIL.NS
1872,SGL.NS
1873,SGMART.NS
1874,SHADOWFAX.NS
1875,SHAH.NS
1876,SHAH.NS
1877,SHAHALLOYS.NS
1878,SHAILY.NS
1879,SHAKTIPUMP.NS
1880,SHALBY.NS
1881,SHALPAINTS.NS
1882,SHANKARA.NS
1883,SHANTI.NS
1884,SHANTIGEAR.NS
1885,SHANTIGOLD.NS
1886,SHARDACROP.NS
1887,SHARDAMOTR.NS
1888,SHARDUL.NS
1889,SHAREINDIA.NS
1890,SHBAJRG.NS
1891,SHEKHAWATI.NS
1892,SHEMAROO.NS
1893,SHILCTECH.NS
1894,SHILPAMED.NS
1895,SHINDL.NS
1896,SHIVALIK.NS
1897,SHIVAMAUTO.NS
1898,SHIVAMILLS.NS
1899,SHIVATEX.NS
1900,SHIVAUM.NS
1901,SHK.NS
1902,SHOPERSTOP.NS
1903,SHRADHA.NS
1904,SHREDIGCEM.NS
1905,SHREECEM.NS
1906,SHREEJISPG.NS
1907,SHREEPUSHK.NS
1908,SHREERAMA.NS
1909,SHRENIK.NS
1910,SHREYANIND.NS
1911,SHRIKRISH.NS
1912,SHRINGARMS.NS
1913,SHRIPISTON.NS
1914,SHRIRAMFIN.NS
1915,SHRIRAMPPS.NS
1916,SHYAMCENT.NS
1917,SHYAMMETL.NS
1918,SHYAMTEL.NS
1919,SICAGEN.NS
1920,SICALLOG.NS
1921,SIEMENS.NS
1922,SIGACHI.NS
1923,SIGIND.NS
1924,SIGMA.NS
1925,SIGMAADV.NS
1926,SIGNATURE.NS
1927,SIGNPOST.NS
1928,SIKA.NS
1929,SIKKO.NS
1930,SIL.NS
1931,SILGO.NS
1932,SILINV.NS
1933,SILLYMONKS.NS
1934,SILVERTUC.NS
1935,SIMBHALS.NS
1936,SIMPLEXINF.NS
1937,SINCLAIR.NS
1938,SINDHUTRAD.NS
1939,SINGERIND.NS
1940,SINTERCOM.NS
1941,SIRCA.NS
1942,SIS.NS
1943,SITINET.NS
1944,SIYSIL.NS
1945,SJS.NS
1946,SJVN.NS
1947,SKFINDIA.NS
1948,SKFINDUS.NS
1949,SKIPPER.NS
1950,SKMEGGPROD.NS
1951,SKYGOLD.NS
1952,SMARTLINK.NS
1953,SMARTWORKS.NS
1954,SMCGLOBAL.NS
1955,SMLMAH.NS
1956,SMLT.NS
1957,SMSPHARMA.NS
1958,SNOWMAN.NS
1959,SOBHA.NS
1960,SOFTTECH.NS
1961,SOLARA.NS
1962,SOLARINDS.NS
1963,SOLARWORLD.NS
1964,SOLEX.NS
1965,SOMANYCERA.NS
1966,SOMATEX.NS
1967,SOMICONVEY.NS
1968,SONACOMS.NS
1969,SONAL.NS
1970,SONAMLTD.NS
1971,SONATSOFTW.NS
1972,SOTL.NS
1973,SOUTHBANK.NS
1974,SOUTHWEST.NS
1975,SPAL.NS
1976,SPANDANA.NS
1977,SPARC.NS
1978,SPCENET.NS
1979,SPECIALITY.NS
1980,SPECTRUM.NS
1981,SPENCERS.NS
1982,SPIC.NS
1983,SPLIL.NS
1984,SPLPETRO.NS
1985,SPMLINFRA.NS
1986,SPORTKING.NS
1987,SRD.NS
1988,SREEL.NS
1989,SRF.NS
1990,SRGHFL.NS
1991,SRHHYPOLTD.NS
1992,SRM.NS
1993,SRTL.NS
1994,SSDL.NS
1995,SSWL.NS
1996,STALLION.NS
1997,STANLEY.NS
1998,STAR.NS
1999,STARCEMENT.NS
2000,STARHEALTH.NS
2001,STARPAPER.NS
2002,STARTECK.NS
2003,STCINDIA.NS
2004,STEELCAS.NS
2005,STEELCITY.NS
2006,STEELXIND.NS
2007,STEL.NS
2008,STERTOOLS.NS
2009,STLNETWORK.NS
2010,STLTECH.NS
2011,STOVEKRAFT.NS
2012,STUDDS.NS
2013,STYL.NS
2014,STYLAMIND.NS
2015,STYLEBAAZA.NS
2016,STYRENIX.NS
2017,SUBEXLTD.NS
2018,SUBROS.NS
2019,SUDARCOLOR.NS
2020,SUDARSCHEM.NS
2021,SUDEEPPHRM.NS
2022,SUKHJITS.NS
2023,SULA.NS
2024,SUMEETINDS.NS
2025,SUMICHEM.NS
2026,SUMIT.NS
2027,SUMMITSEC.NS
2028,SUNCLAY.NS
2029,SUNDARAM.NS
2030,SUNDARMFIN.NS
2031,SUNDRMBRAK.NS
2032,SUNDRMFAST.NS
2033,SUNDROP.NS
2034,SUNFLAG.NS
2035,SUNPHARMA.NS
2036,SUNTECK.NS
2037,SUNTV.NS
2038,SUPERHOUSE.NS
2039,SUPERSPIN.NS
2040,SUPRAJIT.NS
2041,SUPREME.NS
2042,SUPREMEENG.NS
2043,SUPREMEIND.NS
2044,SUPREMEINF.NS
2045,SUPRIYA.NS
2046,SURAJEST.NS
2047,SURAJLTD.NS
2048,SURAKSHA.NS
2049,SURANASOL.NS
2050,SURANAT&P.NS
2051,SURYALA.NS
2052,SURYALAXMI.NS
2053,SURYAROSNI.NS
2054,SURYODAY.NS
2055,SUTLEJTEX.NS
2056,SUVEN.NS
2057,SUVIDHAA.NS
2058,SUYOG.NS
2059,SUZLON.NS
2060,SVLL.NS
2061,SVPGLOB.NS
2062,SWANCORP.NS
2063,SWANDEF.NS
2064,SWARAJENG.NS
2065,SWELECTES.NS
2066,SWIGGY.NS
2067,SWSOLAR.NS
2068,SYMPHONY.NS
2069,SYNCOMF.NS
2070,SYNGENE.NS
2071,SYRMA.NS
2072,SYSTMTXC.NS
2073,TAALTECH.NS
2074,TAINWALCHM.NS
2075,TAJGVK.NS
2076,TAKE.NS
2077,TALBROAUTO.NS
2078,TAMBOLIIN.NS
2079,TANLA.NS
2080,TARACHAND.NS
2081,TARAPUR.NS
2082,TARC.NS
2083,TARIL.NS
2084,TARMAT.NS
2085,TARSONS.NS
2086,TASTYBITE.NS
2087,TATACAP.NS
2088,TATACHEM.NS
2089,TATACOMM.NS
2090,TATACONSUM.NS
2091,TATAELXSI.NS
2092,TATAINVEST.NS
2093,TATAPOWER.NS
2094,TATASTEEL.NS
2095,TATATECH.NS
2096,TATVA.NS
2097,TBOTEK.NS
2098,TBZ.NS
2099,TCC.NS
2100,TCI.NS
2101,TCIEXP.NS
2102,TCIFINANCE.NS
2103,TCPLPACK.NS
2104,TCS.NS
2105,TDPOWERSYS.NS
2106,TEAMGTY.NS
2107,TEAMLEASE.NS
2108,TECHM.NS
2109,TECHNOE.NS
2110,TECHNVISN.NS
2111,TECILCHEM.NS
2112,TEGA.NS
2113,TEJASNET.NS
2114,TEMBO.NS
2115,TENNIND.NS
2116,TERASOFT.NS
2117,TEXINFRA.NS
2118,TEXMOPIPES.NS
2119,TEXRAIL.NS
2120,TFCILTD.NS
2121,TFL.NS
2122,TGBHOTELS.NS
2123,THACKER.NS
2124,THAKDEV.NS
2125,THANGAMAYL.NS
2126,THEINVEST.NS
2127,THEJO.NS
2128,THELEELA.NS
2129,THEMISMED.NS
2130,THERMAX.NS
2131,THOMASCOOK.NS
2132,THOMASCOTT.NS
2133,THYROCARE.NS
2134,TI.NS
2135,TICL.NS
2136,TIGERLOGS.NS
2137,TIIL.NS
2138,TIINDIA.NS
2139,TIJARIA.NS
2140,TIL.NS
2141,TIMETECHNO.NS
2142,TIMEX.NS
2143,TIMKEN.NS
2144,TINNARUBR.NS
2145,TIPSFILMS.NS
2146,TIPSMUSIC.NS
2147,TIRUMALCHM.NS
2148,TIRUPATIFL.NS
2149,TITAGARH.NS
2150,TITAN.NS
2151,TMB.NS
2152,TMCV.NS
2153,TMPV.NS
2154,TNPETRO.NS
2155,TNPL.NS
2156,TNTELE.NS
2157,TOKYOPLAST.NS
2158,TOLINS.NS
2159,TORNTPHARM.NS
2160,TORNTPOWER.NS
2161,TOTAL.NS
2162,TOUCHWOOD.NS
2163,TPHQ.NS
2164,TPLPLASTEH.NS
2165,TRACXN.NS
2166,TRANSPEK.NS
2167,TRANSRAILL.NS
2168,TRANSWORLD.NS
2169,TRAVELFOOD.NS
2170,TREEHOUSE.NS
2171,TREJHARA.NS
2172,TREL.NS
2173,TRENT.NS
2174,TRF.NS
2175,TRIDENT.NS
2176,TRIGYN.NS
2177,TRITURBINE.NS
2178,TRIVENI.NS
2179,TRU.NS
2180,TRUALT.NS
2181,TSFINV.NS
2182,TTKHLTCARE.NS
2183,TTKPRESTIG.NS
2184,TTL.NS
2185,TTML.NS
2186,TVSELECT.NS
2187,TVSHLTD.NS
2188,TVSMOTOR.NS
2189,TVSSCS.NS
2190,TVSSRICHAK.NS
2191,TVTODAY.NS
2192,TVVISION.NS
2193,UBL.NS
2194,UCAL.NS
2195,UCOBANK.NS
2196,UDS.NS
2197,UEL.NS
2198,UFBL.NS
2199,UFLEX.NS
2200,UFO.NS
2201,UGARSUGAR.NS
2202,UGROCAP.NS
2203,UJJIVANSFB.NS
2204,ULTRACEMCO.NS
